Title,Year,is_selected,do_finetuning,decision_threshold,Source title
FRUGAL: Unlocking Semi-Supervised Learning for Software Analytics,2021,yes,yes,,"Proceedings - 2021 36th IEEE/ACM International Conference on Automated Software Engineering, ASE 2021"
Software Requirement Criteria based on Human Errors,2021,no,,,"Proceedings - 2021 IEEE International Symposium on Software Reliability Engineering Workshops, ISSREW 2021"
Is the Ground Truth Really Accurate? Dataset Purification for Automated Program Repair,2021,no,,,"Proceedings - 2021 IEEE International Conference on Software Analysis, Evolution and Reengineering, SANER 2021"
A comprehensive investigation of the impact of feature selection techniques on crashing fault residence prediction models,2021,no,,,Information and Software Technology
CFPS: Collaborative filtering based source projects selection for cross-project defect prediction,2021,yes,no,,Applied Soft Computing
Spectral acceleration prediction using genetic programming based approaches,2021,no,,,Applied Soft Computing
Failure Prognosis and Applications - A Survey of Recent Literature,2021,no,,,IEEE Transactions on Reliability
Improving high-impact bug report prediction with combination of interactive machine learning and active learning,2021,no,,,Information and Software Technology
IFIZZ: Deep-State and Efficient Fault-Scenario Generation to Test IoT Firmware,2021,no,,,"Proceedings - 2021 36th IEEE/ACM International Conference on Automated Software Engineering, ASE 2021"
An adaptive fault detector strategy for scientific workflow scheduling based on improved differential evolution algorithm in cloud,2021,no,,,Applied Soft Computing
Defect Prediction with Semantics and Context Features of Codes Based on Graph Representation Learning,2021,yes,yes,,IEEE Transactions on Reliability
Empirical Evaluation of Fault Localisation Using Code and Change Metrics,2021,no,,,IEEE Transactions on Software Engineering
Generative Adversarial Networks-Based Imbalance Learning in Software Aging-Related Bug Prediction,2021,no,,,IEEE Transactions on Reliability
Large-scale intent analysis for identifying large-review-effort code changes,2021,no,,,Information and Software Technology
Software defect prediction based on enhanced metaheuristic feature selection optimization and a hybrid deep neural network,2021,yes,yes,,Journal of Systems and Software
An Empirical Study on Common Bugs in Deep Learning Compilers,2021,no,,,"Proceedings - International Symposium on Software Reliability Engineering, ISSRE"
Pinhole-imaging-based learning butterfly optimization algorithm for global optimization and feature selection,2021,no,,,Applied Soft Computing
ConfigMiner: Identifying the Appropriate Configuration Options for Config-Related User Questions by Mining Online Forums,2021,no,,,IEEE Transactions on Software Engineering
A Comparative Study of Class Rebalancing Methods for Security Bug Report Classification,2021,no,,,IEEE Transactions on Reliability
Explainable AI for Software Engineering,2021,no,,,"Proceedings - 2021 36th IEEE/ACM International Conference on Automated Software Engineering, ASE 2021"
Fault detection based on auto-regressive extreme learning machine for nonlinear dynamic processes,2021,no,,,Applied Soft Computing
Architecture Anti-Patterns: Automatically Detectable Violations of Design Principles,2021,no,,,IEEE Transactions on Software Engineering
An Empirical Study for Common Language Features Used in Python Projects,2021,no,,,"Proceedings - 2021 IEEE International Conference on Software Analysis, Evolution and Reengineering, SANER 2021"
Why do builds fail?—A conceptual replication study,2021,no,,,Journal of Systems and Software
Semi-automated Cross-Component Issue Management and Impact Analysis,2021,no,,,"Proceedings - 2021 36th IEEE/ACM International Conference on Automated Software Engineering, ASE 2021"
Documenting Evidence of a Reuse of 'On the Number of Linear Regions of Deep Neural Networks,2021,no,,,ESEC/FSE 2021 - Proceedings of the 29th ACM Joint Meeting European Software Engineering Conference and Symposium on the Foundations of Software Engineering
Leveraging Fault Localisation to Enhance Defect Prediction,2021,yes,no,,"Proceedings - 2021 IEEE International Conference on Software Analysis, Evolution and Reengineering, SANER 2021"
The Impact of Mislabeled Changes by SZZ on Just-in-Time Defect Prediction,2021,yes,no,,IEEE Transactions on Software Engineering
Subtle Bugs Everywhere: Generating Documentation for Data Wrangling Code,2021,no,,,"Proceedings - 2021 36th IEEE/ACM International Conference on Automated Software Engineering, ASE 2021"
On the Costs and Profit of Software Defect Prediction,2021,no,,,IEEE Transactions on Software Engineering
A Large Scale Study of Long-Time Contributor Prediction for GitHub Projects,2021,no,,,IEEE Transactions on Software Engineering
Onion: Identifying incident-indicating logs for cloud systems,2021,no,,,ESEC/FSE 2021 - Proceedings of the 29th ACM Joint Meeting European Software Engineering Conference and Symposium on the Foundations of Software Engineering
Understanding and Facilitating the Co-Evolution of Production and Test Code,2021,no,,,"Proceedings - 2021 IEEE International Conference on Software Analysis, Evolution and Reengineering, SANER 2021"
Revisiting heterogeneous defect prediction methods: How far are we?,2021,yes,no,,Information and Software Technology
"Proceedings - 2021 IEEE 32nd International Symposium on Software Reliability Engineering, ISSRE 2021",2021,no,,,"Proceedings - International Symposium on Software Reliability Engineering, ISSRE"
Sound and efficient concurrency bug prediction,2021,no,,,ESEC/FSE 2021 - Proceedings of the 29th ACM Joint Meeting European Software Engineering Conference and Symposium on the Foundations of Software Engineering
ESEC/FSE 2021 - Proceedings of the 29th ACM Joint Meeting European Software Engineering Conference and Symposium on the Foundations of Software Engineering,2021,no,,,ESEC/FSE 2021 - Proceedings of the 29th ACM Joint Meeting European Software Engineering Conference and Symposium on the Foundations of Software Engineering
An intelligent fault diagnosis method for roller bearing using symplectic hyperdisk matrix machine,2021,no,,,Applied Soft Computing
Coverage Prediction for Accelerating Compiler Testing,2021,no,,,IEEE Transactions on Software Engineering
Practical heuristics to improve precision for erroneous function argument swapping detection in C and C++,2021,no,,,Journal of Systems and Software
Using K-core Decomposition on Class Dependency Networks to Improve Bug Prediction Model's Practical Performance,2021,yes,yes,,IEEE Transactions on Software Engineering
An empirical study of optimization bugs in GCC and LLVM,2021,no,,,Journal of Systems and Software
Analysis of a Fault-Tolerant Framework for Reliability Prediction of Service-Oriented Architecture Systems,2021,no,,,IEEE Transactions on Reliability
An Empirical Study on Heterogeneous Defect Prediction Approaches,2021,yes,no,,IEEE Transactions on Software Engineering
Contract-Based Program Repair without the Contracts: An Extended Study,2021,no,,,IEEE Transactions on Software Engineering
Investigating the performance of personalized models for software defect prediction,2021,yes,no,,Journal of Systems and Software
Cross-Project Defect Prediction via Landmark Selection-Based Kernelized Discriminant Subspace Alignment,2021,yes,no,,IEEE Transactions on Reliability
Enhancing Just-in-Time Defect Prediction Using Change Request-based Metrics,2021,no,,,"Proceedings - 2021 IEEE International Conference on Software Analysis, Evolution and Reengineering, SANER 2021"
